,age,sex,race,degree,wrkstat,income,happy,number
1765,48,Male,Black,High school,Working fulltime,$25000 or more,Pretty happy,0
1766,57,Female,White,High school,Other,$8000 to 9999,Not too happy,0
1767,47,Male,Black,High school,Working fulltime,$25000 or more,Not too happy,0
1768,67,Male,Black,High school,Retired,$25000 or more,Not too happy,0
1769,70,Female,Black,Lt high school,Retired,Don't know,Very happy,0
1770,69,Female,Black,Bachelor,Retired,$25000 or more,Pretty happy,0
1771,38,Female,Black,Junior college,Working fulltime,$20000 - 24999,Pretty happy,0
1772,25,Female,Black,Bachelor,Working fulltime,Refused,Pretty happy,0
1773,39,Female,White,Junior college,Working fulltime,$25000 or more,Pretty happy,0
1774,55,Female,White,High school,Working fulltime,$25000 or more,Very happy,0
1775,27,Male,Other,Junior college,Working fulltime,$20000 - 24999,Pretty happy,0
1776,21,Female,White,High school,Working fulltime,Don't know,Pretty happy,0
1777,59,Female,White,High school,Keeping house,$8000 to 9999,Pretty happy,0
1778,61,Female,Black,Bachelor,Working parttime,$25000 or more,Not too happy,0
1779,58,Female,Black,High school,Working parttime,$20000 - 24999,Not too happy,0
1780,52,Male,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
1781,61,Female,White,Graduate,Working parttime,$25000 or more,Very happy,0
1782,63,Female,White,Graduate,Retired,$25000 or more,Very happy,0
1783,86,Male,White,Graduate,Retired,$25000 or more,Pretty happy,0
1784,82,Female,White,Junior college,Keeping house,$10000 - 14999,Pretty happy,0
1785,32,Male,Black,High school,Working fulltime,$25000 or more,Pretty happy,0
1786,50,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1787,55,Female,Other,High school,Keeping house,$8000 to 9999,Pretty happy,0
1788,38,Male,White,High school,Keeping house,$20000 - 24999,Pretty happy,0
1789,39,Female,Black,High school,Keeping house,$25000 or more,Pretty happy,0
1790,19,Male,Black,High school,School,$25000 or more,Very happy,0
1791,45,Female,Black,High school,Working fulltime,$25000 or more,Pretty happy,0
1792,23,Male,Black,High school,"Unempl, laid off",$20000 - 24999,Pretty happy,0
1793,73,Female,White,Graduate,Retired,$25000 or more,Pretty happy,0
1794,50,Female,White,High school,Keeping house,$15000 - 19999,Not too happy,0
1795,67,Female,Black,Bachelor,Retired,$25000 or more,Very happy,0
1796,37,Female,Black,High school,Temp not working,$25000 or more,Not too happy,0
1797,40,Female,Black,High school,Working fulltime,$25000 or more,Very happy,0
1798,41,Male,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
1799,65,Male,Black,Bachelor,Retired,$25000 or more,Very happy,0
1800,57,Male,White,High school,Working fulltime,$25000 or more,Very happy,0
1801,37,Male,White,Bachelor,Working fulltime,Refused,Very happy,0
1802,86,Male,White,Bachelor,Retired,$25000 or more,Very happy,0
1803,67,Female,White,High school,Working parttime,Refused,Pretty happy,0
1804,80,Male,White,High school,Retired,$25000 or more,Very happy,0
1805,49,Female,White,High school,Retired,Refused,Pretty happy,0
1806,32,Male,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
1807,33,Female,White,Graduate,Working fulltime,$25000 or more,Very happy,0
1808,56,Female,White,High school,"Unempl, laid off",Lt $1000,Not too happy,0
1809,61,Female,White,Bachelor,Working fulltime,$25000 or more,Very happy,0
1810,80,Male,White,Bachelor,Retired,$10000 - 14999,Very happy,0
1811,48,Male,Black,Junior college,Working fulltime,$25000 or more,Not too happy,0
1812,65,Male,White,High school,Working parttime,$25000 or more,Pretty happy,0
1813,61,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1814,73,Female,White,High school,Retired,$25000 or more,Pretty happy,0
1815,57,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1816,71,Female,White,High school,Keeping house,$25000 or more,Very happy,0
1817,58,Female,White,High school,Other,$15000 - 19999,Pretty happy,0
1818,78,Male,White,High school,Retired,$25000 or more,Very happy,0
1819,74,Male,White,Graduate,Retired,Refused,Very happy,0
1820,52,Female,White,High school,Keeping house,$10000 - 14999,Pretty happy,0
1821,56,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1822,48,Female,White,Junior college,"Unempl, laid off",Lt $1000,Not too happy,0
1823,61,Male,White,High school,Retired,$25000 or more,Very happy,0
1824,50,Male,White,Bachelor,Working fulltime,$25000 or more,Very happy,0
1825,25,Male,White,Junior college,Working fulltime,$25000 or more,Pretty happy,0
1826,36,Female,Black,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
1827,45,Female,Black,Bachelor,"Unempl, laid off",$25000 or more,Not too happy,0
1828,53,Female,Black,Junior college,Working fulltime,$20000 - 24999,Pretty happy,0
1829,28,Male,Black,High school,Working fulltime,Refused,Very happy,0
1830,89 or older,Female,White,High school,Retired,$20000 - 24999,Pretty happy,0
1831,89 or older,Male,White,High school,Retired,$20000 - 24999,Pretty happy,0
1832,62,Female,White,High school,Other,Don't know,Pretty happy,0
1833,52,Female,White,High school,Keeping house,$20000 - 24999,Not too happy,0
1834,43,Male,White,Lt high school,Working fulltime,$25000 or more,Not too happy,0
1835,74,Female,Black,Bachelor,Retired,Don't know,Pretty happy,0
1836,61,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1837,37,Female,White,Junior college,Working fulltime,$25000 or more,Pretty happy,0
1838,45,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1839,36,Female,White,High school,Working parttime,$25000 or more,Pretty happy,0
1840,77,Female,White,High school,Retired,$25000 or more,Pretty happy,0
1841,57,Male,White,Lt high school,Retired,$10000 - 14999,Not too happy,0
1842,40,Female,White,Junior college,Working fulltime,$25000 or more,Very happy,0
1843,53,Female,White,High school,Working parttime,$25000 or more,Very happy,0
1844,66,Female,White,High school,Retired,$20000 - 24999,Very happy,0
1845,44,Male,White,High school,Working fulltime,$25000 or more,Very happy,0
1846,49,Male,White,High school,Working fulltime,$15000 - 19999,Pretty happy,0
1847,67,Male,White,Bachelor,Working fulltime,Refused,Very happy,0
1848,27,Female,White,High school,Keeping house,$25000 or more,Pretty happy,0
1849,24,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1850,44,Female,White,Graduate,Keeping house,$25000 or more,Pretty happy,0
1851,35,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1852,39,Female,Black,Bachelor,Temp not working,$25000 or more,Pretty happy,0
1853,79,Male,White,High school,Working fulltime,$25000 or more,Not too happy,0
1854,22,Female,White,High school,Working fulltime,$20000 - 24999,Pretty happy,0
1855,70,Male,Black,High school,Retired,$1000 to 2999,Pretty happy,0
1856,33,Male,Black,High school,"Unempl, laid off",$25000 or more,Pretty happy,0
1857,52,Female,Black,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
1858,71,Female,White,Graduate,Working parttime,$25000 or more,Pretty happy,0
1859,78,Female,Black,Lt high school,Working parttime,$25000 or more,Pretty happy,0
1860,42,Female,Other,High school,Working fulltime,$25000 or more,Very happy,0
1861,57,Female,Black,Bachelor,Working parttime,$25000 or more,Pretty happy,0
1862,76,Male,White,High school,Retired,$15000 - 19999,Not too happy,0
1863,62,Female,Black,High school,Retired,$25000 or more,Very happy,0
1864,73,Female,White,Graduate,Retired,$25000 or more,Very happy,0
1865,51,Female,White,Lt high school,Keeping house,$25000 or more,Very happy,0
1866,58,Female,White,Junior college,Other,Don't know,Pretty happy,0
1867,71,Female,White,Lt high school,Keeping house,Don't know,Pretty happy,0
1868,64,Female,White,High school,Retired,$20000 - 24999,Not too happy,0
1869,29,Female,White,High school,Temp not working,$25000 or more,Very happy,0
1870,85,Female,White,Lt high school,Keeping house,$8000 to 9999,Not too happy,0
1871,36,Male,White,High school,Other,$10000 - 14999,Pretty happy,0
1872,62,Male,White,High school,Working fulltime,$25000 or more,Not too happy,0
1873,38,Male,White,Junior college,Other,$10000 - 14999,Pretty happy,0
1874,80,Female,White,Bachelor,Retired,$25000 or more,Pretty happy,0
1875,69,Female,White,High school,Retired,$15000 - 19999,Pretty happy,0
1876,66,Male,White,High school,Retired,$25000 or more,Pretty happy,0
1877,58,Female,White,High school,Working fulltime,$25000 or more,Very happy,0
1878,75,Female,White,High school,Retired,Refused,Very happy,0
1879,65,Male,Black,Graduate,Working fulltime,Refused,Pretty happy,0
1880,72,Male,White,High school,Retired,$25000 or more,Pretty happy,0
1881,73,Female,White,Lt high school,Retired,Refused,Not too happy,0
1882,68,Male,White,Bachelor,Retired,$25000 or more,Pretty happy,0
1883,75,Female,White,High school,Retired,$25000 or more,Pretty happy,0
1884,56,Male,Black,Graduate,Working fulltime,Refused,Pretty happy,0
1885,54,Female,Black,High school,Temp not working,$15000 - 19999,Not too happy,0
1886,79,Female,White,High school,Retired,$20000 - 24999,Pretty happy,0
1887,71,Female,White,High school,Retired,$25000 or more,Not too happy,0
1888,53,Male,White,Graduate,Working fulltime,Refused,Very happy,0
1889,39,Male,Other,Graduate,Temp not working,$25000 or more,Pretty happy,0
1890,49,Female,White,Bachelor,Keeping house,Don't know,Pretty happy,0
1891,22,Female,Black,Bachelor,School,$25000 or more,Not too happy,0
1892,43,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1893,20,Female,Black,High school,Working fulltime,Don't know,Pretty happy,0
1894,76,Male,White,Graduate,Retired,$25000 or more,Very happy,0
1895,70,Female,White,High school,Working parttime,$25000 or more,Pretty happy,0
1896,69,Male,White,Graduate,Retired,$25000 or more,Very happy,0
1897,27,Male,Black,High school,Working parttime,Refused,Pretty happy,0
1898,52,Male,White,Graduate,Working fulltime,$25000 or more,Pretty happy,0
1899,29,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1900,38,Female,White,Junior college,Working fulltime,$20000 - 24999,Not too happy,0
1901,63,Female,White,Junior college,Working fulltime,$20000 - 24999,Pretty happy,0
1902,46,Male,Black,High school,Other,$10000 - 14999,Not too happy,0
1903,35,Female,Black,High school,Working fulltime,$25000 or more,Pretty happy,0
1904,44,Female,White,Bachelor,Keeping house,$25000 or more,Pretty happy,0
1905,41,Female,Black,High school,Working fulltime,$25000 or more,Pretty happy,0
1906,53,Female,Black,High school,Working fulltime,$25000 or more,Pretty happy,0
1907,65,Female,White,Bachelor,Retired,$10000 - 14999,Not too happy,0
1908,25,Female,Black,High school,Temp not working,$25000 or more,Very happy,0
1909,24,Female,Black,High school,Working fulltime,$25000 or more,Pretty happy,0
1910,54,Female,Black,High school,Retired,$25000 or more,Not too happy,0
1911,42,Male,Black,High school,Retired,$20000 - 24999,Pretty happy,0
1912,58,Male,Black,High school,Working fulltime,$25000 or more,Very happy,0
1913,66,Male,White,Lt high school,Working parttime,$1000 to 2999,Pretty happy,0
1914,48,Male,Black,High school,Retired,$25000 or more,Pretty happy,0
1915,39,Female,Black,High school,Working fulltime,$25000 or more,Pretty happy,0
1916,47,Female,Black,Graduate,Working fulltime,$25000 or more,Pretty happy,0
1917,28,Male,Black,High school,"Unempl, laid off",Don't know,Not too happy,0
1918,28,Female,Black,Bachelor,Working fulltime,$25000 or more,Very happy,0
1919,76,Female,Black,Lt high school,Retired,$8000 to 9999,Not too happy,0
1920,58,Male,White,High school,Retired,$25000 or more,Pretty happy,0
1921,35,Female,White,Junior college,Working parttime,$25000 or more,Pretty happy,0
1922,54,Female,White,High school,Retired,$8000 to 9999,Pretty happy,0
1923,55,Male,White,High school,"Unempl, laid off",Lt $1000,Not too happy,0
1924,85,Female,White,Lt high school,Retired,Don't know,Very happy,0
1925,72,Male,White,Lt high school,Retired,$20000 - 24999,Very happy,0
1926,78,Female,White,High school,Retired,$20000 - 24999,Pretty happy,0
1927,67,Female,Black,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
1928,55,Female,Black,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
1929,51,Male,Black,Lt high school,Retired,$8000 to 9999,Pretty happy,0
1930,55,Male,Black,High school,Keeping house,$10000 - 14999,Pretty happy,0
1931,25,Female,Black,High school,Working parttime,$3000 to 3999,Pretty happy,0
1932,64,Female,Black,Bachelor,Retired,$25000 or more,Very happy,0
1933,58,Male,White,Bachelor,Working fulltime,Refused,Pretty happy,0
1934,22,Female,White,High school,School,$20000 - 24999,Pretty happy,0
1935,62,Male,White,Bachelor,Retired,Refused,Very happy,0
1936,43,Male,Other,High school,Working fulltime,$25000 or more,Very happy,0
1937,62,Male,White,High school,Working fulltime,$25000 or more,Very happy,0
1938,39,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1939,79,Female,White,High school,Keeping house,Don't know,Pretty happy,0
1940,80,Female,White,Graduate,Retired,$25000 or more,Very happy,0
1941,22,Male,White,High school,Working parttime,$25000 or more,Pretty happy,0
1942,27,Female,White,High school,Working fulltime,$20000 - 24999,Pretty happy,0
1943,50,Male,White,High school,Retired,Lt $1000,Pretty happy,0
1944,42,Female,White,High school,Working fulltime,Don't know,Not too happy,0
1945,72,Male,White,Lt high school,Retired,Lt $1000,Pretty happy,0
1946,22,Female,White,High school,School,$5000 to 5999,Pretty happy,0
1947,47,Male,Other,High school,Working fulltime,$25000 or more,Pretty happy,0
1948,50,Male,Black,Bachelor,Working fulltime,Refused,Very happy,0
1949,46,Male,White,Bachelor,"Unempl, laid off",$15000 - 19999,Not too happy,0
1950,57,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1951,35,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1952,36,Female,White,High school,Keeping house,$25000 or more,Very happy,0
1953,43,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1954,23,Male,Black,High school,Working fulltime,$25000 or more,Pretty happy,0
1955,33,Male,White,High school,Working fulltime,$3000 to 3999,Very happy,0
1956,70,Female,White,High school,Retired,Refused,Not too happy,0
1957,59,Female,White,High school,Retired,$25000 or more,Pretty happy,0
1958,82,Female,White,Lt high school,Other,$25000 or more,Very happy,0
1959,58,Male,White,Bachelor,Working fulltime,$25000 or more,Not too happy,0
1960,65,Female,White,High school,Temp not working,Refused,Pretty happy,0
1961,25,Male,Other,Lt high school,School,Don't know,Not too happy,0
1962,62,Female,White,High school,Retired,$25000 or more,Pretty happy,0
1963,28,Female,Black,High school,Working fulltime,$15000 - 19999,Pretty happy,0
1964,34,Male,Black,High school,Working fulltime,$25000 or more,Pretty happy,0
1965,33,Male,White,Graduate,Temp not working,Refused,Very happy,0
1966,49,Female,White,Graduate,Working fulltime,Refused,Very happy,0
1967,52,Male,White,Graduate,Working fulltime,Refused,Very happy,0
1968,47,Female,White,Bachelor,Keeping house,Refused,Very happy,0
1969,81,Female,White,High school,Keeping house,$25000 or more,Very happy,0
1970,65,Male,White,Graduate,Working fulltime,Refused,Pretty happy,0
1971,57,Female,White,High school,Working parttime,$25000 or more,Very happy,0
1972,70,Female,White,Graduate,Working parttime,$25000 or more,Pretty happy,0
1973,44,Male,White,Lt high school,Working fulltime,$25000 or more,Pretty happy,0
1974,26,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1975,58,Female,White,Lt high school,Keeping house,Don't know,Not too happy,0
1976,62,Male,White,High school,Other,$20000 - 24999,Not too happy,0
1977,26,Female,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
1978,57,Male,White,High school,Working fulltime,$25000 or more,Very happy,0
1979,60,Male,White,Lt high school,Other,$10000 - 14999,Pretty happy,0
1980,88,Female,White,High school,Retired,$4000 to 4999,Pretty happy,0
